"video","internet","phone","age","income","HHsize","married","children"
2.8,10,8,42,3,2,1,0
40.311993408,45,0,44,6,1,0,0
76.097998047,35,20.25,72,2,2,1,0
68.091973877,35,15,30,4,1,0,0
91.358886719,50,0,24,5,2,1,0
40.411987305,59,0,60,6,1,0,0
34.649990506,69.333333333,0,68,4,1,0,0
80.491967773,74.2,0,40,1,1,0,0
98.952990723,0,0,52,6,3,0,1
63.809997559,45,0,22,1,2,0,0
100.17897339,30,12.5,22,1,2,0,0
85.355660575,59.285714286,10,90,6,2,1,0
79.097998047,31.3,0,42,6,5,1,1
47.847998047,47,0,22,1,2,0,0
54.973986816,25,0,28,1,1,1,0
84.238970947,43.9,14.995996857,24,1,1,0,0
104.84597778,36.4,25,74,6,2,1,0
83.587988281,0,0,82,3,2,0,0
83.691967773,38.2,15,60,6,6,1,1
122.49192505,43.6,0,44,9,6,1,1
81.297998047,40.3,0,54,6,3,1,0
69.728961182,32.009979248,0,28,3,1,1,0
102.79196777,46.2,22,82,4,5,1,1
38.714990234,46,0,40,6,4,1,1
16.231427874,39.285714286,0,NA,NA,NA,NA,NA
79.569946289,55,0,32,7,2,1,0
104.34197998,46.6,17,66,9,4,1,1
74.809997559,35,15.25,86,7,1,0,0
52.427978516,70.2,0,30,7,2,1,0
71.809997559,45,10,NA,NA,NA,NA,NA
73.271948242,0,22.949996948,66,9,7,1,1
104.09799805,31.3,25.25,62,5,7,1,1
67.409973145,0,15,20,1,1,0,0
76.34197998,0,0,76,5,2,0,0
78.971948242,51.9,13,42,4,5,0,1
58.097998047,0,17.75,48,2,1,0,0
68.078970337,73,0,86,1,1,1,0
104.53897095,52,25,46,6,5,1,1
83.919970703,40.8,12.5,50,6,3,1,1
57.397998047,35.3,16.5,58,4,3,1,0
69.569946289,35,10,40,9,1,0,0
10.681994629,35,0,44,9,2,1,0
85.845977783,35,16,46,4,1,0,0
88.845977783,43.4,23,54,9,5,1,0
68.046954346,56,0,44,1,6,1,1
87.721972656,39,0,48,7,2,1,0
98.597998047,48.6,0,26,5,2,1,0
63.373986816,31.4,0,38,1,5,1,1
72.569946289,50,10,48,6,2,0,1
71.071948242,45,0,24,2,1,1,0
95.266986084,44,25,68,9,5,1,0
152.43892822,43,30,58,8,4,1,0
90.191967773,0,0,28,1,2,1,0
90.66998291,40,0,36,7,4,1,1
75.659973145,25,10,34,4,3,0,1
157.14196777,41.4,28.979992676,42,9,5,1,1
62.07197876,16,20,40,2,6,0,0
71.845977783,34.5,16,52,8,3,1,0
79.845977783,35,26,32,3,2,0,0
103.33897095,39.7,10,44,1,1,0,0
120.06994629,34.989990234,0,NA,NA,NA,NA,NA
70.391967773,0,21.949996948,62,4,4,0,1
122.22196045,46.4,10.5,44,4,3,1,1
73.597998047,50.4,0,46,8,1,1,0
85.337988281,35.9,37,36,9,2,1,0
128.04798584,61.549969482,39.949981689,46,7,5,1,1
91.069946289,38.25,10,58,5,3,1,1
101.19196777,38.2,10,76,1,3,1,0
8.8924942017,60,10,24,1,1,0,0
34.869995117,35,0,30,1,1,0,0
84.809997559,45,15.25,40,6,2,1,0
78.221948242,30,25,50,2,5,1,0
42.311993408,37,0,52,8,3,1,1
76.409973145,55,0,22,2,2,0,0
104.59196777,44.6,25,50,6,4,1,0
87.671948242,72.4,20,26,6,2,1,0
87.991967773,36.6,0,30,4,2,0,1
127.24194946,35,20,78,4,4,1,0
78.838970947,36.5,30,60,6,3,0,0
119.69797363,41,36.25,76,9,3,1,0
28.197998047,0,0,44,1,2,0,0
81.991967773,55.083999634,0,58,6,4,0,0
75.521948242,0,20,40,1,1,0,0
77.845977783,36.4,0,56,5,2,0,1
70.238973999,30,25,24,1,2,1,0
16.2,60,0,44,5,3,1,1
85.869995117,37.4,26.25,40,7,3,1,1
9.7619995117,52,0,NA,NA,NA,NA,NA
87.338970947,35,0,40,6,2,0,1
49.309997559,50,0,52,3,1,0,0
67.459973145,33.2,0,68,6,2,1,0
161.70992432,43.1,14.989997864,74,3,1,0,0
48.291973877,45,15,20,1,2,1,0
86.74197998,53.8,0,60,6,4,1,1
78.409973145,45,10,36,1,3,1,1
36.023999023,48.3,15,30,1,3,0,1
87.597998047,62.4,0,38,3,1,0,0
154.40693359,67.4,0,58,8,2,1,0
85.952854701,46.428571429,14.949996948,26,1,1,0,0
72.418988037,43.91998291,25,58,7,6,1,1
29.728991699,0,25,78,8,2,1,0
63.197998047,0,0,64,4,3,1,0
64.373986816,33.5,0,34,6,3,1,1
74.809997559,67.5,15.25,40,1,1,0,0
88.838970947,25,0,36,3,2,0,1
83.097998047,51.3,0,30,1,3,0,1
44.569976807,50,10,66,4,6,0,0
153.06994629,45,10,62,5,1,0,0
89.549987793,46,0,NA,NA,NA,NA,NA
78.809997559,55,0,78,5,2,1,0
64.886975098,46.4,14,54,7,3,0,0
100.29199219,0,0,76,5,3,1,0
82.297998047,63.4,0,32,1,1,0,0
81.969970703,76,0,NA,NA,NA,NA,NA
74.059997559,60.375,0,32,1,2,0,0
129.54790039,41,25,24,1,1,0,0
54.519976807,40,0,38,1,1,0,0
78.421948242,30,25,30,3,3,0,0
33.89197998,22.8,14,36,8,2,1,0
72.837988281,0,0,86,3,2,0,0
148.56994629,0,0,32,3,4,0,1
92.891967773,40.579992676,16,62,9,1,0,0
37.491973877,37.3,0,30,6,5,1,1
75.148968506,0,0,90,1,1,0,0
81.409973145,35,0,44,6,2,0,0
52.571963501,40,9,26,1,2,0,0
60.100964355,28.964987183,17.664997864,84,7,4,1,0
89.838970947,38,20,34,6,2,1,0
83.938970947,0,0,74,4,1,0,0
74.736612956,65,10,32,6,5,1,1
21.809997559,45,0,66,1,1,0,0
103.7699707,57.2,0,92,6,3,1,1
81.648968506,48,0,44,6,2,1,0
97.091967773,16.6,20,52,3,2,0,0
74.34197998,0,25,78,1,1,0,0
137.66193848,73,15,52,8,3,0,0
67.597998047,43,36.25,72,5,3,1,0
49.409973145,45,15,52,7,4,1,0
70.691967773,87.2,0,66,5,3,1,1
7.0569946289,40.5,0,34,3,2,0,0
74.571948242,39.4,15,50,8,4,1,1
61.991973877,45,10,84,7,2,1,0
124.34697876,50.1,0,44,6,3,0,1
179.89593506,38.4,0,56,5,4,1,0
72.871948242,25.5,10,24,9,1,0,0
87.121948242,55,0,30,5,2,0,0
71.809997559,55,0,18,3,1,0,0
63.197998047,35,0,50,7,5,1,1
22.071990967,35,0,42,7,4,0,1
130.37398682,48.6,22.949996948,56,2,2,1,0
22.569992065,61,0,22,2,1,0,0
91.707958984,48.7,0,80,8,1,0,0
69.461987305,83,38.949981689,58,8,2,0,0
145.13892822,53,40.989990234,38,1,1,0,0
44.47197876,42,0,36,2,2,0,1
93.591967773,32,31.5,46,6,3,1,1
112.34896851,43,0,32,4,1,0,0
47.170986938,35.691992188,10,36,4,4,1,1
114.51397705,30,0,36,5,2,1,0
95.841967773,64.6,25,46,6,4,0,1
63.838980103,36.5,0,62,4,3,0,1
66.621954346,44,0,22,1,2,1,0
66.197998047,38,0,64,1,1,0,0
118.53897095,46.7,0,38,9,2,0,0
73.404395209,35,15,80,8,2,0,1
153.7479248,47.4,33.75,50,9,2,1,0
122.64197998,55,10,76,7,2,1,0
67.891973877,46.6,0,64,6,1,0,0
54.409973145,55,0,44,6,2,0,0
93.097998047,13.8,0,60,6,6,1,0
119.79395142,43.5,0,50,6,2,1,0
89.291967773,51.4,19.459997559,44,1,1,0,0
70.961987305,31.8,13,60,8,5,1,1
101.29798584,34.4,6,22,9,1,0,0
90.571951294,29.5,18,54,9,2,1,0
143.79191895,64.6,0,84,3,4,1,0
62.977756076,39.777777778,0,48,8,3,1,1
70.991967773,45,12,64,5,3,1,1
60.838980103,33.5,0,82,1,2,0,0
119.59196777,58.2,18.5,48,6,5,0,1
69.971948242,26.5,22.284994507,52,5,2,1,0
69.309997559,35,10,28,2,2,0,0
29.728991699,30,0,60,7,3,1,1
81.318951416,27.009994507,12,80,1,4,0,1
49.947998047,48.3,0,38,5,3,0,1
71.991967773,38.2,20,58,1,4,0,1
92.845977783,35,25,64,5,2,0,0
94.932965088,40.7,25,54,3,2,0,0
99.625964355,57.2,23,52,5,2,0,0
70.211987305,45.359991455,0,36,8,4,1,1
93.738970947,33,20,38,4,6,1,0
94.845977783,55,0,28,3,1,0,0
86.569946289,23.333333333,10,NA,NA,NA,NA,NA
134.16188965,72.4,32.5,32,6,3,1,1
3.5569976807,45,0,44,2,4,1,1
77.771948242,30,22.949996948,94,2,3,0,0
85.845977783,30,10,30,4,2,0,0
89.391967773,37.4,26,52,7,6,1,1
68.097998047,35,0,64,6,2,1,0
72.809997559,40,0,40,1,4,0,1
73.148968506,50.7,0,36,1,1,0,0
63.250976563,36.287988281,0,92,8,2,1,0
29.697998047,43.3,0,34,3,5,1,1
85.423986816,48.564987183,0,26,6,3,1,0
106.30396729,0,0,36,6,3,1,1
24.197998047,0,17.75,54,4,1,0,0
151.89794922,41.3,0,58,6,2,1,0
96.519970703,44.5,2,56,6,2,0,0
142.87194824,47.4,25,46,8,3,1,1
127.56994629,43,0,24,3,2,0,0
92.797998047,48.3,12.5,36,1,1,0,0
92.569946289,55,0,76,5,2,1,0
41.47197876,35,0,82,6,2,0,0
20.267993164,50,0,62,5,2,1,0
139.97194824,30,0,60,7,6,0,0
76.323999023,0,0,84,2,3,1,1
42.87197876,34,19,64,3,1,0,0
71.391967773,48.2,0,34,1,1,0,0
72.34197998,36,15,86,3,2,0,0
68.597998047,43,0,58,5,2,0,0
40.311993408,0,0,88,4,2,1,0
63.659973145,40,0,50,5,2,0,0
63.809997559,45,0,20,1,1,0,0
71.097998047,33.4,30.25,72,3,1,0,0
69.645977783,36.4,14,32,7,4,1,0
79.427089146,29.285714286,11.142857143,28,9,1,0,0
79.387976074,38.599975586,32.799987793,64,9,3,1,1
62.659973145,35,0,68,2,2,0,1
96.771948242,45,15,44,5,2,0,1
75.569946289,45,10,52,6,4,1,1
74.323974609,0,27,52,4,2,0,0
77.037988281,0,0,86,1,3,0,0
87.428961182,47.2,2.5,68,3,1,0,0
45.92199707,35.3,15.25,90,6,2,1,0
81.845977783,56,4,38,1,2,0,1
24.197998047,38.3,0,38,4,5,1,1
103.72398682,62.4,11,56,6,2,0,0
100.19568743,40.714285714,20,30,4,4,1,0
66.597998047,0,25.25,46,1,5,1,1
66.891973877,5,5,80,3,2,0,0
55.069976807,40,0,44,6,2,0,0
92.069946289,57,0,42,7,5,1,1
63.409973145,45,0,24,4,1,0,0
53.491973877,35,16.484999084,38,3,4,0,1
60.07197876,15,10,56,5,2,0,0
98.638970947,0,0,44,1,1,0,0
110.40692749,35.4,0,42,8,6,1,1
106.34597778,56.4,0,78,2,2,1,1
67.271954346,30,25,80,7,4,1,0
86.184997559,35,10,50,4,2,0,1
137.39794922,38,0,18,9,1,1,0
149.79797363,53.549981689,27,70,9,7,1,1
90.818969727,44.219985962,20,34,6,2,1,0
78.84197998,0,0,60,7,6,1,0
71.797998047,45,0,30,3,2,0,0
75.171948242,36,0,70,5,1,0,0
88.63895874,21,25,90,5,3,1,0
51.020980835,47.935980225,19.854997253,84,5,2,1,0
135.54593506,77.4,33,38,9,4,1,1
29.421989441,43.4,25,56,6,4,1,1
115.03897095,72.2,0,40,5,4,1,0
53.553979492,0,0,82,6,3,1,0
88.996948242,49,0,NA,NA,NA,NA,NA
91.095977783,35,25,44,8,4,1,1
113.59196777,38.2,0,74,6,3,1,0
79.66998291,45,0,22,1,1,0,0
73.170977783,46,0,46,6,2,1,0
73.591395787,45,0,66,2,1,0,0
40.891973877,49.4,25,56,6,6,1,0
84.845977783,0,20,34,6,2,1,0
97.997998047,45,0,30,7,2,1,0
48.819976807,34.989990234,0,NA,NA,NA,NA,NA
82.538970947,35,11.5,54,1,1,0,0
42.616998291,0,0,50,2,1,0,0
64.373986816,47,0,50,2,3,1,0
77.571951294,37.8,0,20,4,1,0,0
86.409973145,45,15,54,5,3,0,1
74.034967041,30.4,12,40,8,2,1,0
100.78497314,62.5,10,24,1,2,1,0
22.659988403,46,0,46,1,1,0,0
73.338970947,53.7,20,56,3,2,0,0
66.809997559,45,0,24,9,1,0,0
74.809997559,50,3.05,28,1,1,0,0
80.34197998,0,0,70,2,2,1,0
90.097998047,50.4,26.25,64,4,6,1,0
112.19196777,45.6,0,50,3,3,1,0
73.891967773,0,0,68,2,1,0,0
26.797998047,28,15.25,78,2,4,0,0
80.649963379,38.009979248,10,62,3,4,0,1
1.4,0,0,NA,NA,NA,NA,NA
54.124987793,43.3,0,48,9,2,1,0
29.728991699,38.854983521,0,66,4,4,1,0
85.497998047,45.4,0,44,3,4,1,1
134.63188477,44.4,25,34,5,2,0,0
70.323999023,0,0,72,5,2,1,0
82.245977783,35.4,25,64,5,4,1,0
22.071990967,0,15,86,1,1,0,0
77.238970947,60.2,12.5,34,3,1,0,0
63.809997559,40,0,42,6,3,0,1
76.34197998,38.2,0,58,6,2,1,0
101.43898315,43.489978027,25,36,5,6,0,0
98.76796875,27,22.45,58,6,2,1,0
109.37194824,37,10,NA,NA,NA,NA,NA
126.59191895,48,0,86,6,2,0,1
76.323999023,0,0,54,4,3,0,0
78.809997559,50,15.25,24,3,1,0,0
84.243981934,0,0,74,1,1,0,0
90.971948242,29,23,60,2,5,0,0
81.571948242,46.6,0,36,5,2,0,0
138.97194824,60.4,25,62,9,4,0,1
96.397973633,38.2,0,60,9,3,1,0
54.838980103,35,0,48,6,7,1,1
82.569946289,0,0,56,3,1,0,0
53.191973877,41.8,18.494998169,26,4,1,0,0
71.528961182,69.5,25,66,1,1,0,0
102.64197998,55.2,0,50,7,4,1,0
51.797998047,48.3,17.75,56,6,6,1,0
58.694283622,0,0,84,3,1,0,0
80.097998047,22.4,44.199981689,46,7,2,1,0
89.528961182,37.709979248,20,32,3,2,1,0
22.071990967,57,0,28,9,2,1,0
74.470977783,0,25,76,1,3,1,0
56.319976807,35,25,82,3,2,1,0
83.573986816,47.4,0,20,6,2,1,0
201.74194336,42.2,15,86,6,4,1,1
76.34197998,0,0,62,1,2,0,0
50.77197876,79.4,25,72,6,2,0,1
88.591967773,48.6,0,32,6,4,1,1
36.404998779,54.9,0,22,1,1,0,0
72.071948242,25,0,38,8,2,1,0
13.67099762,35,10,46,4,1,0,0
71.691967773,54.6,0,96,2,5,1,0
34.491973877,0,0,60,1,1,0,0
37.07197876,55,25,74,3,1,0,0
190.89593506,55,0,62,9,2,1,0
118.24597778,45,17,66,3,1,0,0
65.597998047,0,0,64,5,3,1,0
110.65997314,44,0,38,9,1,0,0
103.49196777,0,0,46,1,1,0,0
29.728991699,50.7,0,40,4,6,1,1
68.986950684,26.9,0,70,3,1,0,0
86.597998047,31.3,20.25,48,8,5,1,1
73.451989746,52,0,28,4,3,1,0
98.871948242,40,0,52,6,5,1,1
103.84597778,40,10,72,6,2,1,0
45.666984558,29.4,21,40,9,6,0,1
103.23897095,38.5,0,42,4,2,1,0
65.571957397,0,0,36,3,1,0,0
74.845977783,31.4,25,48,6,2,1,0
67.891973877,40.6,0,24,6,2,0,0
146.03796387,55.149981689,23,26,7,2,1,0
95.819946289,65,0,NA,NA,NA,NA,NA
30.74599762,0,0,76,6,2,1,0
151.64794922,48.1,37.454983521,48,7,6,1,1
135.24790039,51.7,0,62,9,2,1,0
114.38197021,49.2,0,70,6,3,1,0
69.253991699,34,0,50,6,4,0,1
116.5749939,0,0,66,7,3,1,0
20.809997559,50,0,24,3,2,1,0
108.87194824,67,0,34,6,2,0,1
67.136664497,35.555555556,0,24,1,2,0,0
98.597998047,23.3,30.25,66,4,5,1,0
64.373986816,43.4,0,44,9,3,1,0
17,0,0,20,1,2,1,0
88.061987305,30,21,72,4,3,1,0
153.57197266,42.4,0,48,4,1,0,0
60.17197876,0,36,64,2,1,0,0
60.838980103,35.5,25,30,6,3,1,1
86.873986816,26,0,42,3,2,1,0
72.423299154,34.989990234,0,NA,NA,NA,NA,NA
83.838970947,31,30,74,1,1,0,0
78.573986816,0,0,86,2,2,0,0
92.131970215,0,0,94,1,3,0,0
112.69194336,48.539984131,0,66,8,7,1,1
60.838980103,33.5,20,82,3,3,1,0
67.871948242,0,0,NA,NA,NA,NA,NA
62.659973145,56,0,50,2,2,0,0
70.391967773,53.6,22,76,1,3,1,0
67.871948242,0,0,58,2,4,1,1
87.538970947,0,25,88,3,2,1,0
78.416967773,45,0,32,5,2,1,0
72.837988281,0,0,58,4,3,1,0
90.921990967,0,0,46,7,2,1,0
73.587988281,0,0,42,7,2,0,0
80.635998535,31.2,13,78,6,2,1,0
68.871948242,63,0,34,1,1,0,0
68.097998047,0,20.25,72,6,4,1,0
143.52797852,46,0,42,8,3,1,1
100.82896118,48.7,25,70,9,1,0,0
83.971948242,28.5,0,70,9,2,1,0
17.409988403,49,0,52,6,3,1,1
78.838970947,48.2,0,36,6,6,1,1
42.251989746,50.4,17.75,54,7,3,1,1
18.642486572,58.75,10,34,8,3,1,1
6.8,0,0,26,1,3,1,1
79.799987793,53,0,42,6,2,1,0
128.58793945,0,0,68,3,2,1,0
64.247964478,50,0,84,9,4,1,1
75.716967773,37,18.494998169,78,3,3,1,0
87.034973145,24.8,25,76,6,3,1,0
57.491973877,0,0,76,5,2,1,0
86.091967773,36.6,18.959997559,72,6,4,1,0
30.74599762,42.4,18,58,9,1,0,0
73.576639811,45,20,22,1,1,0,0
66.809997559,50,0,42,5,2,0,1
78.838970947,44,22.5,36,3,1,0,0
92.538970947,30,25,58,7,4,1,0
95.123986816,46,0,46,8,3,0,1
73.891967773,0,0,76,5,2,0,0
31.409988403,0,0,76,4,1,0,0
72.837988281,0,0,78,1,2,0,1
37.569976807,45,0,26,3,5,0,1
135.80993652,45,15.25,52,9,3,1,1
10.846666124,65.555555556,0,60,5,3,1,1
63.191973877,45,12,44,1,2,0,0
79.419958496,43,25,48,1,2,0,0
68.659973145,55,10,52,5,4,1,1
81.595977783,23.5,25,62,4,2,0,1
83.071948242,40,18.5,40,9,2,0,0
102.24799805,35,15.25,50,9,1,0,0
69.991967773,35,10,46,5,4,1,1
170.35192871,33.5,0,56,1,3,1,1
89.659973145,31,12.5,46,6,2,1,0
50.891992188,15,10,40,7,2,0,0
72.569946289,55,10,94,1,2,1,0
113.09799805,35,0,50,4,2,0,1
28.191992188,32.5,0,42,9,3,1,1
134.63892822,50.7,29,56,9,4,1,0
96.037988281,37.4,0,32,9,2,1,0
75.788983154,40.7,0,18,2,3,0,0
137.89196777,35.3,0,44,2,4,1,1
85.141967773,52.2,0,70,8,2,1,0
122.22896118,30,20,64,1,1,0,0
75.597998047,44.4,25.25,84,4,3,1,0
109.49196777,48.2,0,34,3,1,0,0
73.597998047,33,0,32,2,1,0,0
93.273962402,58,13,78,2,3,0,0
14.179999457,43.333333333,3.3888888889,34,3,1,0,0
76.597998047,45.4,0,56,6,3,1,1
103.22896118,63,41.489990234,48,6,4,1,1
25.970983887,55.4,0,28,1,1,0,0
88.097998047,42.2,20.994998169,66,2,1,0,0
61.577990723,36.979992676,0,32,5,4,1,1
76.66998291,45,0,26,4,2,1,0
3.95,45,28.989990234,74,2,1,0,0
78.097998047,50.4,0,32,3,3,0,1
29.728991699,0,25,76,4,2,1,0
80.66998291,45,10,60,1,2,0,0
82.071948242,35,10.5,24,1,2,0,0
76.34197998,0,0,78,6,5,1,0
22.291989136,6.5,0,44,5,1,0,0
53.838980103,35,0,28,6,4,0,1
34.423999023,0,0,66,4,2,0,0
78.191967773,41.2,0,58,1,1,0,0
64.997998047,30.3,15,46,3,2,0,0
72.549987793,46,0,60,3,2,0,0
57.908990479,0,26.979998779,84,4,3,1,1
82.063977051,31.4,0,32,4,7,1,1
82.391967773,0,0,66,6,1,0,0
15,45.5,0,50,3,2,0,1
82.845977783,31.2,0,62,5,2,1,0
69.587988281,0,0,68,7,7,1,1
108.99196777,52.2,0,44,6,4,1,1
41.237976074,34.549993896,0,20,9,1,0,0
86.597998047,38,14.949996948,48,7,5,1,1
103.97194824,28.5,16,50,6,3,1,1
72.845977783,24,0,62,6,3,1,0
78.097998047,35.4,25,76,3,2,0,0
100.80999756,85,5,42,2,4,0,1
64.738980103,39.7,10,42,5,5,0,1
90.311950684,30,13,32,6,5,1,0
80.681970215,35.4,25,76,6,2,1,0
77.573999023,0,0,62,3,1,0,0
70.939982096,45,11,28,6,3,1,1
73.861987305,25.2,23,52,3,4,1,1
152.13793945,0,0,50,6,6,1,1
77.04899292,51.289978027,0,42,7,4,1,1
104.53996931,42.428571429,0,26,1,1,0,0
140.58198242,73,19,44,3,4,1,1
63.797998047,45,0,50,6,2,1,0
76.323999023,0,0,70,5,4,0,0
119.97194824,40.5,17,38,1,6,1,1
107.49799805,45,0,34,1,2,1,0
34.15,55.7,0,34,4,3,1,1
92.791967773,24.6,24.949996948,40,2,2,0,1
26.973989868,38.4,0,30,1,1,0,0
67.569946289,35,0,54,7,7,1,1
73.659973145,45,0,32,6,3,0,1
39.491973877,55.2,0,60,6,2,1,0
135.38791504,53.549981689,0,60,9,7,1,1
77.409973145,45,10,48,1,4,1,0
71.811962891,54.159997559,0,44,1,2,0,1
59.381976318,25,25,24,2,1,0,0
67.569946289,35,0,38,3,2,0,0
86.569946289,45,10,56,6,5,1,1
115.30999756,35,15.25,40,4,1,0,0
50.597998047,42.4,0,54,6,3,1,0
111.36297607,35.4,0,60,6,3,1,1
70.502990723,38.5,25,58,7,5,0,1
32.8,50.3,0,40,9,1,0,0
87.771948242,0,21,30,1,1,0,0
85.728961182,37.709979248,14,62,1,2,1,0
92.728961182,27.009994507,10,52,6,2,1,0
30.366658529,50,0,44,5,3,1,1
102.47194824,39.4,0,66,5,6,1,1
75.838970947,0,0,64,9,1,1,0
49.409973145,65,15,34,1,2,0,0
71.576971436,17.5,27.949996948,82,5,3,1,0
63.797998047,37.4,0,62,1,1,0,0
130.99199219,57.4,0,60,9,2,0,0
64.097998047,37,26.25,52,6,3,1,1
37.689984131,0,0,44,3,1,0,0
15.45249939,53.75,14.949996948,80,1,1,0,0
108.18197021,53.4,25.989996338,58,6,2,0,1
85.688970947,20,36.489990234,58,3,2,1,0
82.078961182,30,25,74,2,1,0,0
37.991973877,46.6,27,66,6,3,1,1
67.491967773,30,0,48,1,5,0,1
17.569992065,40,0,30,6,3,1,1
72.671948242,35.4,0,44,6,3,0,1
111.14197998,48,0,88,6,3,1,0
85.371948242,55,20,52,6,7,1,1
77.409973145,45,10,52,3,1,0,0
25.523999023,35,0,50,8,2,0,0
74.809997559,40,0,30,5,3,0,1
64.569946289,45,10,68,9,5,0,1
118.95198975,45.359991455,0,58,5,4,1,0
132.28491211,0,10,70,5,2,1,0
95.34197998,40.2,0,66,9,5,1,1
108.09799805,45,0,52,6,7,1,1
35,46,0,28,1,1,0,0
39.073974609,46.6,20,30,4,1,0,0
78.191967773,28.9,5,66,8,5,1,0
84.921954346,36.540991211,0,78,6,2,1,0
71.901983643,36,19.65,70,6,2,1,0
54.578560965,41,0,72,1,1,0,0
125.08996582,0,0,NA,NA,NA,NA,NA
126.59799805,45.3,15.25,36,8,4,0,1
75.122979736,44.5,29.949996948,32,6,6,1,0
50.17197876,42.4,25,70,7,4,1,1
96.673950195,35.4,25,54,6,4,1,0
79.569946289,55,16.5,34,6,4,0,1
92.334967041,45.4,0,52,3,1,0,0
60.373986816,42,0,56,5,3,1,1
86.671948242,25.5,11,48,9,1,0,0
73.097998047,43,10,24,2,1,0,0
20.600994873,62.6,20,58,6,2,1,0
59.845986938,30,30,42,9,5,1,1
93.724993896,0,25,86,2,6,1,0
88.083978271,93,0,70,8,1,0,0
86.063977051,35,0,52,8,6,1,0
68.871948242,38.5,0,46,6,3,0,1
5.2569976807,50.4,25,62,7,5,1,0
81.311962891,0,0,28,8,2,0,0
29.728991699,36.5,30,60,3,5,1,1
81.391967773,34,17,64,9,6,1,1
95.11697998,37.4,0,40,1,1,0,0
76.711975098,36,16,28,1,2,0,1
70.873986816,0,0,22,1,2,0,0
73.891967773,0,25,48,1,2,0,0
70.837988281,30.689990234,0,60,6,2,0,0
63.549987793,46,0,42,2,4,0,1
63.791973877,44.4,15,34,6,3,1,1
102.02194824,0,25,72,3,2,1,0
94.813986206,43.2,18.8,44,7,4,1,1
68.29899292,3.6,0,56,2,5,0,0
93.587988281,44.3,0,60,4,2,1,0
75.681945801,23.4,0,32,6,3,1,1
72.34197998,0,0,82,1,2,0,1
108.39799805,52.2,15.25,56,8,4,1,1
88.545977783,35,25,68,6,1,0,0
24.197998047,44.3,0,64,6,7,1,1
86.491967773,24.6,17,36,5,4,0,0
71.497998047,40,0,56,6,2,0,0
40.931976318,0,0,82,6,2,1,0
86.371948242,58.4,0,40,6,5,0,1
82.371948242,37.5,0,60,9,4,1,1
69.891967773,35,10.98999939,50,2,3,0,1
77.845977783,36.4,0,22,3,1,0,0
87.597998047,44.989990234,26.25,60,4,3,1,1
76.391967773,46.6,0,54,6,4,1,1
69.967739529,27.009994507,15,80,6,3,1,1
47.760980225,29,16,72,1,1,0,0
79.398956299,48,0,70,5,1,0,0
49.845986938,51.2,0,34,3,2,0,0
54.27197876,58.8,17,24,9,1,0,0
69.384268624,35,10,62,3,1,0,0
49.569976807,45,0,50,1,1,0,0
112.40997314,50.5,27,30,5,3,0,1
103.42196045,35.854983521,26,42,6,5,0,1
96.538970947,35.6,25,52,6,2,1,0
18.301986694,0,16,52,2,5,0,0
66.145977783,45,16.5,72,9,3,1,0
60.127978516,45,14,64,4,5,0,0
81.741967773,38.4,20,20,2,2,0,0
97.569946289,45,10,34,4,2,1,0
39.491973877,55.2,33,28,5,7,0,1
126.03193359,37,0,42,7,6,1,1
85.797998047,35.5,20.25,66,6,7,1,1
78.049963379,34.931985474,18,90,6,2,1,0
58.531970215,67,0,20,1,2,1,0
75.261981201,47.554983521,0,54,8,4,1,1
79.883307563,45,15,36,6,3,0,1
90.372967529,40.279998779,25,74,1,3,1,1
94.845977783,45,30,66,3,6,1,1
119.62194214,37.4,24.949996948,46,3,3,1,1
49.338980103,43.854983521,0,42,6,7,1,1
64.569946289,55,10,32,1,1,0,0
69.371948242,54.4,0,62,8,2,1,0
92.409973145,45,15,NA,NA,NA,NA,NA
68.838970947,32.2,2,20,2,1,0,0
99.845977783,37,30,72,5,3,1,0
87.694995117,43.4,36.25,60,6,3,1,0
10.681994629,85.6,0,48,6,2,0,0
69.587988281,0,0,72,5,2,1,0
80.409973145,55,0,66,2,3,1,0
90.738970947,50,20,44,5,5,0,1
68.597998047,38,0,62,2,1,0,0
52.991998291,35.3,0,34,4,1,0,0
85.409973145,55,10,30,3,1,0,0
81.648968506,28,0,58,2,3,0,0
81.197998047,60,9,62,1,5,1,0
77.569946289,35,7.5,38,6,2,1,0
99.012982178,0,0,72,9,3,1,1
78.069946289,45,8,68,4,2,1,0
161.52891846,44.9,0,54,6,4,1,0
73.191967773,0,0,22,9,1,0,0
79.997998047,35.3,0,28,1,2,0,0
64.491973877,35,0,20,3,1,0,0
64.856976318,60.8,0,46,3,3,0,1
65.845986938,44.4,26,72,4,2,1,0
79.913977051,25,10,60,6,3,1,0
6.8,0,0,18,1,2,0,0
64.809973145,45,0,62,5,3,1,0
61.373986816,49.5,0,54,6,1,0,0
41.491973877,38.2,18.6,60,6,1,0,0
161.89194336,40,25,58,6,3,1,0
60.173986816,49.8,0,56,8,5,1,1
74.377966309,40.349981689,20.949996948,38,4,3,1,0
71.809997559,45,0,58,6,2,1,0
29,0,19.949996948,34,6,2,1,0
119.02194824,33.6,14,28,9,2,0,0
50.524283273,44.285714286,0,28,3,1,0,0
69.345986938,28.8,25,58,1,4,0,0
78.597998047,47.4,0,42,3,1,0,0
79.845977783,45,0,78,1,5,1,1
36.809997559,30,15.25,38,5,1,0,0
